credit_card,amount,25%,50%,75%,credit_limit,date
2692109715166166,859.71,22.115,34.51,48.93,10000,2015-08-23 18:49:29
2692109715166166,958.91,22.115,34.51,48.93,10000,2015-09-20 18:58:50
2692109715166166,913.5,22.115,34.51,48.93,10000,2015-08-08 00:39:54
2692109715166166,883.0,22.115,34.51,48.93,10000,2015-09-05 17:20:41
2692109715166166,980.12,22.115,34.51,48.93,10000,2015-10-26 20:08:38
2692109715166166,868.27,22.115,34.51,48.93,10000,2015-09-23 19:50:25
2718893247424677,965.15,31.57,46.43,66.24,10000,2015-08-29 19:52:25
2718893247424677,931.69,31.57,46.43,66.24,10000,2015-10-23 02:35:46
2718893247424677,935.19,31.57,46.43,66.24,10000,2015-10-05 22:14:45
2718893247424677,941.48,31.57,46.43,66.24,10000,2015-09-24 18:32:32
2718893247424677,864.57,31.57,46.43,66.24,10000,2015-08-14 03:00:11
2737987462573599,845.35,43.0425,71.015,103.9425,10000,2015-10-01 20:38:55
2737987462573599,932.35,43.0425,71.015,103.9425,10000,2015-08-19 23:22:30
2737987462573599,963.06,43.0425,71.015,103.9425,10000,2015-08-11 19:17:09
2737987462573599,962.01,43.0425,71.015,103.9425,10000,2015-09-29 21:17:57
2737987462573599,835.93,43.0425,71.015,103.9425,10000,2015-08-05 16:19:12
2737987462573599,830.29,43.0425,71.015,103.9425,10000,2015-10-02 17:54:21
2737987462573599,916.97,43.0425,71.015,103.9425,10000,2015-10-09 20:11:00
2743655125021019,830.22,44.995,65.815,91.4675,12000,2015-08-08 18:15:43
2743655125021019,930.07,44.995,65.815,91.4675,12000,2015-08-20 23:08:47
2743655125021019,914.93,44.995,65.815,91.4675,12000,2015-09-30 15:48:17
2743655125021019,914.26,44.995,65.815,91.4675,12000,2015-09-15 11:52:53
2743655125021019,838.12,44.995,65.815,91.4675,12000,2015-09-24 22:26:54
2743655125021019,877.2,44.995,65.815,91.4675,12000,2015-09-18 19:20:57
2756688131944353,933.52,96.475,166.13,226.015,15000,2015-08-03 19:45:58
2756688131944353,974.96,96.475,166.13,226.015,15000,2015-10-22 23:49:41
2756688131944353,962.1,96.475,166.13,226.015,15000,2015-08-08 21:18:38
2756688131944353,944.28,96.475,166.13,226.015,15000,2015-09-13 03:33:58
2756688131944353,936.92,96.475,166.13,226.015,15000,2015-10-29 23:14:50
2756688131944353,952.33,96.475,166.13,226.015,15000,2015-09-09 01:07:30
2756688131944353,836.12,96.475,166.13,226.015,15000,2015-08-13 03:44:47
2756688131944353,935.35,96.475,166.13,226.015,15000,2015-08-13 18:10:29
2760867830405786,963.0,26.915,40.345,55.1425,8000,2015-10-22 23:34:55
2760867830405786,807.81,26.915,40.345,55.1425,8000,2015-09-14 20:10:12
2800799152896633,902.86,55.1,93.85,139.08,25000,2015-09-25 22:36:17
2800799152896633,816.61,55.1,93.85,139.08,25000,2015-09-11 19:18:42
2800799152896633,958.71,55.1,93.85,139.08,25000,2015-08-06 17:57:21
2800799152896633,881.64,55.1,93.85,139.08,25000,2015-09-21 20:27:04
2800799152896633,921.08,55.1,93.85,139.08,25000,2015-09-03 15:26:46
2800799152896633,927.88,55.1,93.85,139.08,25000,2015-09-10 18:37:00
2800799152896633,900.11,55.1,93.85,139.08,25000,2015-10-27 20:43:23
2800799152896633,934.42,55.1,93.85,139.08,25000,2015-08-18 03:11:48
2800799152896633,908.23,55.1,93.85,139.08,25000,2015-08-16 18:11:48
2800799152896633,962.67,55.1,93.85,139.08,25000,2015-09-02 22:17:57
2800799152896633,834.09,55.1,93.85,139.08,25000,2015-09-11 20:52:49
2800799152896633,988.69,55.1,93.85,139.08,25000,2015-08-01 23:16:08
2800799152896633,958.35,55.1,93.85,139.08,25000,2015-08-01 20:05:16
2805299759365579,948.85,30.655,46.61,71.3,3000,2015-10-02 19:47:07
2817353387367914,951.52,30.625,46.81,66.855,15000,2015-09-05 18:24:11
2817353387367914,853.92,30.625,46.81,66.855,15000,2015-09-25 21:05:46
2817353387367914,889.22,30.625,46.81,66.855,15000,2015-09-16 19:29:10
2817353387367914,807.27,30.625,46.81,66.855,15000,2015-10-17 19:49:57
2817353387367914,894.85,30.625,46.81,66.855,15000,2015-10-26 21:18:39
2817353387367914,981.49,30.625,46.81,66.855,15000,2015-09-25 18:25:16
2817353387367914,877.69,30.625,46.81,66.855,15000,2015-07-31 19:05:53
2824840080919615,907.24,43.185,72.31,97.55,8000,2015-08-07 20:37:11
2850146878241916,945.5,10.68,17.04,25.47,4000,2015-08-13 19:50:44
2850146878241916,934.46,10.68,17.04,25.47,4000,2015-08-05 18:27:10
2850146878241916,817.9,10.68,17.04,25.47,4000,2015-08-05 23:10:17
2850146878241916,984.56,10.68,17.04,25.47,4000,2015-08-31 23:02:35
2850146878241916,981.78,10.68,17.04,25.47,4000,2015-08-15 19:33:26
2850146878241916,810.84,10.68,17.04,25.47,4000,2015-10-14 01:29:12
2853112388344894,920.54,35.74,60.6,83.66,10000,2015-08-21 17:59:51
2853112388344894,937.88,35.74,60.6,83.66,10000,2015-09-17 23:02:23
2853112388344894,827.73,35.74,60.6,83.66,10000,2015-08-05 18:04:19
2853112388344894,848.73,35.74,60.6,83.66,10000,2015-10-28 01:07:37
2853112388344894,974.36,35.74,60.6,83.66,10000,2015-08-21 01:21:49
2853112388344894,907.07,35.74,60.6,83.66,10000,2015-08-05 22:47:25
2891791194252089,878.74,16.165,25.49,36.16,5000,2015-10-09 22:15:22
2891791194252089,925.04,16.165,25.49,36.16,5000,2015-10-08 20:28:21
2891791194252089,821.8,16.165,25.49,36.16,5000,2015-08-19 01:11:12
2891791194252089,802.01,16.165,25.49,36.16,5000,2015-08-01 22:41:24
2891791194252089,941.95,16.165,25.49,36.16,5000,2015-10-27 03:59:49
2891791194252089,832.55,16.165,25.49,36.16,5000,2015-09-22 21:14:21
2891791194252089,906.23,16.165,25.49,36.16,5000,2015-08-21 13:29:35
2899375199449433,887.05,63.5275,97.345,133.395,10000,2015-09-04 00:41:10
2899375199449433,982.5,63.5275,97.345,133.395,10000,2015-10-15 21:48:02
2899375199449433,933.66,63.5275,97.345,133.395,10000,2015-08-28 23:57:24
2899375199449433,848.34,63.5275,97.345,133.395,10000,2015-08-07 22:25:16
2899375199449433,803.32,63.5275,97.345,133.395,10000,2015-08-07 20:28:33
2921263077776915,902.95,15.71,24.33,33.71,7000,2015-09-27 22:37:02
2921263077776915,885.24,15.71,24.33,33.71,7000,2015-10-05 19:07:08
2921263077776915,900.4,15.71,24.33,33.71,7000,2015-10-10 20:47:28
2921263077776915,998.13,15.71,24.33,33.71,7000,2015-09-17 21:56:44
2925559987432581,904.44,22.56,32.61,45.61,10000,2015-09-14 21:49:42
2925559987432581,842.78,22.56,32.61,45.61,10000,2015-09-05 19:09:55
2925559987432581,947.44,22.56,32.61,45.61,10000,2015-10-19 18:02:33
2925559987432581,816.14,22.56,32.61,45.61,10000,2015-10-09 20:57:38
2932839780724266,843.71,32.03,53.18,72.12,4000,2015-09-04 19:28:09
2932839780724266,816.22,32.03,53.18,72.12,4000,2015-08-30 19:49:41
2941992413383931,848.83,98.835,154.27,228.96,14000,2015-09-04 16:39:57
2941992413383931,928.02,98.835,154.27,228.96,14000,2015-08-08 02:45:58
2954456265698260,926.4,33.68,54.47,72.56,15000,2015-08-31 19:09:11
2954456265698260,815.89,33.68,54.47,72.56,15000,2015-10-16 19:54:16
2954456265698260,967.23,33.68,54.47,72.56,15000,2015-10-09 21:21:22
2964226721442922,889.58,39.605,66.69,95.6375,12000,2015-10-23 22:01:33
2964226721442922,972.87,39.605,66.69,95.6375,12000,2015-09-04 20:31:08
2964226721442922,936.47,39.605,66.69,95.6375,12000,2015-09-26 22:48:49
2964226721442922,914.55,39.605,66.69,95.6375,12000,2015-09-04 21:07:32
2964226721442922,989.72,39.605,66.69,95.6375,12000,2015-09-04 22:15:36
2964226721442922,850.92,39.605,66.69,95.6375,12000,2015-10-08 19:20:29
2964226721442922,835.12,39.605,66.69,95.6375,12000,2015-08-27 20:59:16
2964226721442922,920.28,39.605,66.69,95.6375,12000,2015-08-11 22:44:23
2964226721442922,858.53,39.605,66.69,95.6375,12000,2015-09-04 17:14:39
2980539633198204,891.74,40.025,63.27,90.7,7000,2015-08-24 23:05:13
2980539633198204,954.03,40.025,63.27,90.7,7000,2015-08-17 18:09:24
2980539633198204,998.43,40.025,63.27,90.7,7000,2015-08-09 03:37:43
2980539633198204,977.87,40.025,63.27,90.7,7000,2015-10-18 19:22:17
2995243184388559,999.95,83.47,140.79,182.23,8000,2015-09-07 22:41:02
2995243184388559,963.46,83.47,140.79,182.23,8000,2015-10-18 16:12:07
2995243184388559,889.13,83.47,140.79,182.23,8000,2015-08-07 00:00:12
2995243184388559,863.47,83.47,140.79,182.23,8000,2015-09-01 22:05:13
2995243184388559,944.94,83.47,140.79,182.23,8000,2015-08-27 22:24:00
3000865854914214,964.98,25.3925,32.975,43.635,5000,2015-08-29 00:41:39
3002135240381800,897.0,7.64,10.805,14.4625,9000,2015-08-19 22:01:52
3002135240381800,914.75,7.64,10.805,14.4625,9000,2015-09-11 23:10:16
3002135240381800,875.88,7.64,10.805,14.4625,9000,2015-08-10 20:21:36
3002135240381800,861.28,7.64,10.805,14.4625,9000,2015-08-15 01:26:11
3002135240381800,853.78,7.64,10.805,14.4625,9000,2015-10-08 17:54:28
3002135240381800,946.3,7.64,10.805,14.4625,9000,2015-09-29 00:18:44
3002135240381800,953.71,7.64,10.805,14.4625,9000,2015-10-22 20:28:13
3002135240381800,885.22,7.64,10.805,14.4625,9000,2015-09-25 16:01:32
3002135240381800,810.15,7.64,10.805,14.4625,9000,2015-09-01 00:02:24
3002135240381800,857.82,7.64,10.805,14.4625,9000,2015-10-20 19:30:26
3002135240381800,965.29,7.64,10.805,14.4625,9000,2015-10-18 20:21:10
3015736744626726,882.78,12.61,18.29,25.69,10000,2015-09-08 20:22:37
3015736744626726,841.95,12.61,18.29,25.69,10000,2015-08-04 18:11:40
3015736744626726,874.49,12.61,18.29,25.69,10000,2015-10-02 22:41:22
3015736744626726,911.43,12.61,18.29,25.69,10000,2015-09-04 20:14:59
3015736744626726,914.36,12.61,18.29,25.69,10000,2015-08-31 23:51:05
3015736744626726,856.86,12.61,18.29,25.69,10000,2015-09-25 18:56:45
3015736744626726,841.42,12.61,18.29,25.69,10000,2015-09-25 17:18:39
3015736744626726,827.22,12.61,18.29,25.69,10000,2015-08-10 01:56:12
3015736744626726,936.09,12.61,18.29,25.69,10000,2015-09-26 00:37:46
3015736744626726,818.32,12.61,18.29,25.69,10000,2015-09-17 17:19:57
3015736744626726,815.93,12.61,18.29,25.69,10000,2015-10-21 19:56:26
3046519985237274,902.96,19.65,30.73,42.54,10000,2015-08-07 21:59:39
3046519985237274,949.23,19.65,30.73,42.54,10000,2015-09-13 19:41:06
3046519985237274,806.68,19.65,30.73,42.54,10000,2015-09-22 16:00:12
3046519985237274,827.18,19.65,30.73,42.54,10000,2015-08-26 17:48:06
3046519985237274,805.51,19.65,30.73,42.54,10000,2015-09-04 18:25:22
3046519985237274,945.92,19.65,30.73,42.54,10000,2015-10-21 13:52:26
3046519985237274,880.5,19.65,30.73,42.54,10000,2015-09-15 19:10:31
3051234642059526,943.54,47.17,72.97,106.1175,10000,2015-10-02 00:58:14
3051234642059526,958.11,47.17,72.97,106.1175,10000,2015-10-03 20:30:24
3051234642059526,823.44,47.17,72.97,106.1175,10000,2015-08-31 17:59:11
3051234642059526,990.6,47.17,72.97,106.1175,10000,2015-08-28 20:30:53
3051234642059526,861.79,47.17,72.97,106.1175,10000,2015-10-01 21:13:29
3051234642059526,817.66,47.17,72.97,106.1175,10000,2015-08-15 04:20:02
3053439628501145,910.06,32.07,51.39,72.43,15000,2015-09-11 16:42:50
3053439628501145,982.62,32.07,51.39,72.43,15000,2015-10-27 20:00:59
3053439628501145,875.28,32.07,51.39,72.43,15000,2015-10-07 21:51:17
3053439628501145,962.42,32.07,51.39,72.43,15000,2015-08-03 23:06:01
3053439628501145,891.19,32.07,51.39,72.43,15000,2015-10-02 21:03:21
3053439628501145,980.36,32.07,51.39,72.43,15000,2015-10-07 20:36:47
3053439628501145,978.75,32.07,51.39,72.43,15000,2015-08-10 18:43:51
3053439628501145,939.94,32.07,51.39,72.43,15000,2015-10-16 20:20:33
3053439628501145,804.98,32.07,51.39,72.43,15000,2015-09-20 03:10:46
3053439628501145,859.82,32.07,51.39,72.43,15000,2015-09-04 15:19:12
3053439628501145,957.49,32.07,51.39,72.43,15000,2015-10-08 16:08:26
3070283164295984,863.17,39.6975,61.395,89.595,24000,2015-09-11 22:04:49
3070283164295984,902.97,39.6975,61.395,89.595,24000,2015-10-24 00:28:02
3070283164295984,997.38,39.6975,61.395,89.595,24000,2015-09-21 17:36:05
3070283164295984,929.6,39.6975,61.395,89.595,24000,2015-08-11 22:22:37
3070283164295984,836.6,39.6975,61.395,89.595,24000,2015-10-26 00:16:28
3070283164295984,982.29,39.6975,61.395,89.595,24000,2015-08-29 22:18:48
3070283164295984,884.28,39.6975,61.395,89.595,24000,2015-10-22 18:34:07
3070283164295984,949.8,39.6975,61.395,89.595,24000,2015-10-19 13:32:06
3070283164295984,968.84,39.6975,61.395,89.595,24000,2015-10-29 22:28:15
3070283164295984,846.6,39.6975,61.395,89.595,24000,2015-10-24 21:39:35
3070283164295984,884.5,39.6975,61.395,89.595,24000,2015-10-19 20:17:26
3070283164295984,992.28,39.6975,61.395,89.595,24000,2015-08-12 22:05:36
3070283164295984,946.26,39.6975,61.395,89.595,24000,2015-10-03 02:02:18
3070283164295984,907.78,39.6975,61.395,89.595,24000,2015-09-26 18:30:13
3070283164295984,982.22,39.6975,61.395,89.595,24000,2015-09-07 00:47:24
3084925533151405,965.95,7.4675,10.045,13.1925,6000,2015-10-20 20:48:08
3084925533151405,980.49,7.4675,10.045,13.1925,6000,2015-09-10 10:32:06
3084925533151405,825.56,7.4675,10.045,13.1925,6000,2015-08-01 20:35:24
3086742415895605,924.11,22.625,34.16,47.91,10000,2015-07-31 19:27:24
3086742415895605,926.68,22.625,34.16,47.91,10000,2015-10-03 23:22:37
3086742415895605,829.06,22.625,34.16,47.91,10000,2015-08-27 15:54:36
3091243789501733,877.6,8.19,10.66,12.755,4000,2015-10-06 19:27:45
3091243789501733,875.6,8.19,10.66,12.755,4000,2015-09-18 21:55:09
3091243789501733,978.19,8.19,10.66,12.755,4000,2015-09-02 18:40:38
3095443081295019,955.02,83.87,125.65,174.0,20000,2015-08-14 19:06:33
3095443081295019,899.42,83.87,125.65,174.0,20000,2015-08-23 21:50:40
3095443081295019,936.26,83.87,125.65,174.0,20000,2015-08-18 20:31:12
3095443081295019,869.46,83.87,125.65,174.0,20000,2015-08-01 23:39:38
3095443081295019,967.39,83.87,125.65,174.0,20000,2015-08-07 19:53:17
3095443081295019,859.43,83.87,125.65,174.0,20000,2015-09-03 17:15:06
3125397457087333,924.95,83.255,139.805,207.115,10000,2015-08-06 15:09:27
3125397457087333,842.12,83.255,139.805,207.115,10000,2015-08-21 21:55:37
3126713197438541,922.85,62.89,96.26,133.43,15000,2015-09-03 17:30:59
3126713197438541,805.6,62.89,96.26,133.43,15000,2015-09-01 21:13:19
3126713197438541,827.6,62.89,96.26,133.43,15000,2015-10-02 00:35:44
3126713197438541,823.22,62.89,96.26,133.43,15000,2015-10-09 23:11:40
3126713197438541,901.34,62.89,96.26,133.43,15000,2015-09-26 23:02:37
3126713197438541,898.71,62.89,96.26,133.43,15000,2015-08-23 00:33:22
3129775937278112,989.03,23.155,35.925,53.1925,6000,2015-08-21 20:32:10
3129775937278112,970.58,23.155,35.925,53.1925,6000,2015-08-22 20:52:21
3129775937278112,998.23,23.155,35.925,53.1925,6000,2015-10-28 19:30:21
3130956058854105,919.27,56.445,95.545,138.105,12000,2015-09-29 22:51:24
3130956058854105,858.66,56.445,95.545,138.105,12000,2015-09-20 21:31:38
3130956058854105,994.72,56.445,95.545,138.105,12000,2015-10-10 18:44:46
3138132199016625,879.92,37.68,57.52,79.385,15000,2015-09-19 02:44:16
3138132199016625,961.66,37.68,57.52,79.385,15000,2015-08-28 20:48:02
3138132199016625,997.18,37.68,57.52,79.385,15000,2015-10-09 20:04:19
3138132199016625,883.7,37.68,57.52,79.385,15000,2015-10-28 18:02:18
3138132199016625,911.18,37.68,57.52,79.385,15000,2015-10-16 22:13:42
3138132199016625,931.63,37.68,57.52,79.385,15000,2015-08-24 00:14:56
3138132199016625,876.44,37.68,57.52,79.385,15000,2015-08-15 21:08:03
3138132199016625,995.11,37.68,57.52,79.385,15000,2015-10-01 20:03:02
3138132199016625,993.61,37.68,57.52,79.385,15000,2015-08-30 23:05:42
3138132199016625,836.01,37.68,57.52,79.385,15000,2015-08-27 23:27:38
3138132199016625,924.34,37.68,57.52,79.385,15000,2015-10-16 22:17:05
3138132199016625,805.48,37.68,57.52,79.385,15000,2015-10-14 15:16:11
3141741552082614,885.36,37.195,56.445,80.4775,12000,2015-10-24 21:22:16
3141741552082614,939.8,37.195,56.445,80.4775,12000,2015-08-21 21:26:01
3141741552082614,918.56,37.195,56.445,80.4775,12000,2015-10-25 22:26:12
3141741552082614,862.66,37.195,56.445,80.4775,12000,2015-09-11 19:39:02
3153643853817761,842.02,81.83,121.07,172.23,8000,2015-08-25 21:21:14
3153643853817761,957.03,81.83,121.07,172.23,8000,2015-08-07 18:03:09
3153643853817761,907.52,81.83,121.07,172.23,8000,2015-10-09 04:39:43
3197366545608306,906.6,26.225,39.04,56.39,7000,2015-09-29 18:28:09
3198356899091665,939.99,30.495,47.99,66.61,10000,2015-08-13 22:48:44
3198356899091665,867.99,30.495,47.99,66.61,10000,2015-09-13 14:45:20
3198356899091665,870.61,30.495,47.99,66.61,10000,2015-10-24 00:20:25
3198356899091665,838.15,30.495,47.99,66.61,10000,2015-09-24 18:37:19
3198356899091665,816.67,30.495,47.99,66.61,10000,2015-08-10 02:34:39
3198356899091665,871.1,30.495,47.99,66.61,10000,2015-08-20 16:06:54
3198356899091665,846.99,30.495,47.99,66.61,10000,2015-09-30 17:01:31
3198356899091665,803.61,30.495,47.99,66.61,10000,2015-10-15 14:21:45
3199929867863316,835.2,21.41,31.97,42.9325,8000,2015-08-31 18:34:12
3199929867863316,988.84,21.41,31.97,42.9325,8000,2015-09-22 19:05:44
3199929867863316,889.27,21.41,31.97,42.9325,8000,2015-09-17 16:57:51
3199929867863316,927.11,21.41,31.97,42.9325,8000,2015-09-11 21:18:10
3199929867863316,954.79,21.41,31.97,42.9325,8000,2015-08-16 01:14:03
3199929867863316,971.76,21.41,31.97,42.9325,8000,2015-10-20 07:32:09
3208666010319493,824.7,37.13,60.01,86.39,12000,2015-10-24 18:47:56
3208666010319493,979.32,37.13,60.01,86.39,12000,2015-09-29 02:13:48
3208666010319493,866.28,37.13,60.01,86.39,12000,2015-08-22 18:36:10
3208666010319493,980.9,37.13,60.01,86.39,12000,2015-10-09 22:44:02
3208666010319493,832.62,37.13,60.01,86.39,12000,2015-09-17 05:41:46
3224706753595872,923.8,56.84,91.4,124.03,21000,2015-09-23 21:23:42
3224706753595872,984.02,56.84,91.4,124.03,21000,2015-08-29 23:24:26
3224706753595872,896.54,56.84,91.4,124.03,21000,2015-08-04 17:37:39
3224706753595872,833.91,56.84,91.4,124.03,21000,2015-10-21 18:57:01
3224706753595872,942.54,56.84,91.4,124.03,21000,2015-08-20 19:43:28
3238229810297729,811.41,35.085,53.25,74.8775,18000,2015-10-21 22:46:42
3238229810297729,828.91,35.085,53.25,74.8775,18000,2015-09-06 00:08:01
3238229810297729,906.27,35.085,53.25,74.8775,18000,2015-09-26 23:49:27
3238229810297729,994.1,35.085,53.25,74.8775,18000,2015-09-08 18:51:48
3238229810297729,911.6,35.085,53.25,74.8775,18000,2015-08-04 02:06:11
3238229810297729,896.6,35.085,53.25,74.8775,18000,2015-09-17 21:40:34
3238229810297729,839.98,35.085,53.25,74.8775,18000,2015-10-03 13:22:28
3238229810297729,842.99,35.085,53.25,74.8775,18000,2015-09-16 16:26:00
3238229810297729,994.17,35.085,53.25,74.8775,18000,2015-09-18 17:02:18
3238229810297729,884.74,35.085,53.25,74.8775,18000,2015-08-24 01:12:19
3252422521439823,897.2,24.56,40.12,59.395,10000,2015-09-25 20:19:11
3252422521439823,850.75,24.56,40.12,59.395,10000,2015-09-23 18:34:00
3252422521439823,815.8,24.56,40.12,59.395,10000,2015-08-11 19:44:56
3253141560871065,854.61,36.6725,63.83,95.9175,30000,2015-09-06 02:36:25
3253141560871065,888.04,36.6725,63.83,95.9175,30000,2015-10-07 17:58:00
3253141560871065,929.49,36.6725,63.83,95.9175,30000,2015-09-05 00:39:38
3253141560871065,986.98,36.6725,63.83,95.9175,30000,2015-09-19 20:38:09
3253141560871065,845.28,36.6725,63.83,95.9175,30000,2015-10-08 01:48:05
3253141560871065,946.07,36.6725,63.83,95.9175,30000,2015-09-25 21:33:16
3253141560871065,919.61,36.6725,63.83,95.9175,30000,2015-09-02 20:28:32
3253141560871065,851.31,36.6725,63.83,95.9175,30000,2015-08-27 20:50:12
3253141560871065,815.06,36.6725,63.83,95.9175,30000,2015-09-16 18:22:33
3253141560871065,998.56,36.6725,63.83,95.9175,30000,2015-08-30 23:04:07
3253141560871065,813.79,36.6725,63.83,95.9175,30000,2015-09-04 22:37:17
3253141560871065,826.21,36.6725,63.83,95.9175,30000,2015-08-09 22:52:43
3253141560871065,818.27,36.6725,63.83,95.9175,30000,2015-09-05 21:34:37
3259748360353854,914.19,25.815,39.425,52.225,6000,2015-08-13 19:17:43
3259748360353854,800.85,25.815,39.425,52.225,6000,2015-10-26 00:22:05
3259748360353854,876.55,25.815,39.425,52.225,6000,2015-08-15 17:54:35
3259748360353854,920.24,25.815,39.425,52.225,6000,2015-10-14 21:46:47
3259748360353854,964.97,25.815,39.425,52.225,6000,2015-10-13 01:44:10
3264419298955673,805.18,14.92,21.99,29.895,4000,2015-10-23 19:49:10
3264419298955673,835.08,14.92,21.99,29.895,4000,2015-08-05 17:15:21
3264419298955673,993.36,14.92,21.99,29.895,4000,2015-10-24 01:59:32
3264419298955673,863.49,14.92,21.99,29.895,4000,2015-10-08 19:49:04
3264419298955673,914.33,14.92,21.99,29.895,4000,2015-09-18 21:47:58
3264419298955673,828.86,14.92,21.99,29.895,4000,2015-08-08 18:06:04
3264419298955673,952.36,14.92,21.99,29.895,4000,2015-10-16 23:56:37
3264419298955673,911.23,14.92,21.99,29.895,4000,2015-09-28 20:33:36
3269417514626180,840.41,48.5575,80.96,114.835,18000,2015-10-04 22:27:13
3269417514626180,947.28,48.5575,80.96,114.835,18000,2015-09-06 20:09:57
3269417514626180,893.94,48.5575,80.96,114.835,18000,2015-09-26 16:23:16
3269417514626180,856.74,48.5575,80.96,114.835,18000,2015-08-19 18:32:35
3269417514626180,802.52,48.5575,80.96,114.835,18000,2015-10-28 13:29:52
3269417514626180,831.16,48.5575,80.96,114.835,18000,2015-08-21 19:49:19
3269417514626180,855.28,48.5575,80.96,114.835,18000,2015-10-10 18:47:44
3269417514626180,912.01,48.5575,80.96,114.835,18000,2015-08-26 00:50:19
3269417514626180,903.94,48.5575,80.96,114.835,18000,2015-09-16 21:23:41
3269417514626180,918.23,48.5575,80.96,114.835,18000,2015-08-28 22:53:56
3269417514626180,939.0,48.5575,80.96,114.835,18000,2015-09-17 17:46:01
3269417514626180,916.65,48.5575,80.96,114.835,18000,2015-10-11 00:41:55
3276369883343727,966.38,22.96,35.9,49.525,10000,2015-08-03 14:43:27
3276369883343727,886.7,22.96,35.9,49.525,10000,2015-10-05 20:58:38
3276369883343727,828.49,22.96,35.9,49.525,10000,2015-09-13 20:18:59
3276369883343727,806.58,22.96,35.9,49.525,10000,2015-08-07 00:27:54
3276369883343727,909.2,22.96,35.9,49.525,10000,2015-10-03 01:04:00
3276369883343727,988.04,22.96,35.9,49.525,10000,2015-09-04 18:20:44
3276369883343727,852.4,22.96,35.9,49.525,10000,2015-10-16 19:29:34
3276369883343727,840.09,22.96,35.9,49.525,10000,2015-10-13 22:47:03
3276369883343727,805.05,22.96,35.9,49.525,10000,2015-10-05 23:49:38
3276369883343727,986.23,22.96,35.9,49.525,10000,2015-10-04 19:59:14
3276369883343727,826.43,22.96,35.9,49.525,10000,2015-08-18 23:20:11
3276369883343727,966.1,22.96,35.9,49.525,10000,2015-10-03 22:00:18
3276369883343727,802.72,22.96,35.9,49.525,10000,2015-09-25 21:30:57
3276369883343727,935.79,22.96,35.9,49.525,10000,2015-09-21 20:50:00
3276369883343727,870.61,22.96,35.9,49.525,10000,2015-09-17 17:05:14
3276369883343727,952.91,22.96,35.9,49.525,10000,2015-08-30 20:37:50
3281814060807145,978.05,20.59,31.3,42.29,4000,2015-08-20 16:00:40
3281814060807145,874.66,20.59,31.3,42.29,4000,2015-09-09 15:48:29
3281814060807145,866.09,20.59,31.3,42.29,4000,2015-09-05 20:22:40
3281814060807145,854.86,20.59,31.3,42.29,4000,2015-08-04 18:44:28
3281814060807145,825.98,20.59,31.3,42.29,4000,2015-09-12 22:51:19
3283780398702017,811.49,27.28,37.965,53.2575,8000,2015-08-29 00:01:07
3283780398702017,900.08,27.28,37.965,53.2575,8000,2015-10-16 21:35:43
3283780398702017,822.54,27.28,37.965,53.2575,8000,2015-08-16 19:23:22
3283780398702017,811.68,27.28,37.965,53.2575,8000,2015-09-25 00:13:49
3283780398702017,882.53,27.28,37.965,53.2575,8000,2015-08-15 15:11:12
3283780398702017,920.69,27.28,37.965,53.2575,8000,2015-08-27 16:04:56
3297156822354843,974.45,58.63,96.08,134.98,14000,2015-08-04 22:15:03
3297156822354843,944.76,58.63,96.08,134.98,14000,2015-08-19 22:51:29
3297156822354843,998.19,58.63,96.08,134.98,14000,2015-08-04 16:53:19
3306399358832671,897.56,45.75,72.67,102.345,16000,2015-09-13 17:49:06
3306399358832671,826.89,45.75,72.67,102.345,16000,2015-10-25 02:20:31
3306399358832671,945.1,45.75,72.67,102.345,16000,2015-09-13 17:02:08
3306399358832671,959.49,45.75,72.67,102.345,16000,2015-08-06 16:55:50
3311276221301887,818.74,63.98,92.02,137.855,6000,2015-10-06 17:19:46
3311276221301887,995.84,63.98,92.02,137.855,6000,2015-09-05 02:20:52
3311276221301887,946.74,63.98,92.02,137.855,6000,2015-10-16 19:03:50
3317657129455475,908.26,49.67,79.54,109.46,14000,2015-08-15 00:49:21
3317657129455475,848.89,49.67,79.54,109.46,14000,2015-08-16 01:49:54
3317657129455475,976.56,49.67,79.54,109.46,14000,2015-09-23 22:52:54
3317657129455475,956.57,49.67,79.54,109.46,14000,2015-09-04 16:12:16
3317657129455475,883.42,49.67,79.54,109.46,14000,2015-10-09 01:31:07
3317657129455475,905.36,49.67,79.54,109.46,14000,2015-08-18 22:07:11
3317657129455475,896.8,49.67,79.54,109.46,14000,2015-08-07 22:40:05
3340974252743524,958.02,81.375,135.655,233.245,6000,2015-08-28 21:14:43
3340974252743524,894.77,81.375,135.655,233.245,6000,2015-08-19 21:33:34
3342907490282079,803.73,33.8775,51.36,75.06,5000,2015-10-20 23:04:15
3342907490282079,978.06,33.8775,51.36,75.06,5000,2015-07-31 17:36:17
3344214228396727,833.4,54.77,79.26,119.09,10000,2015-09-04 23:44:16
3344214228396727,833.7,54.77,79.26,119.09,10000,2015-08-28 18:48:30
3344214228396727,907.32,54.77,79.26,119.09,10000,2015-10-09 00:27:17
3352988767824026,937.76,21.46,31.77,45.42,14000,2015-09-11 20:16:42
3352988767824026,990.07,21.46,31.77,45.42,14000,2015-08-25 02:20:19
3352988767824026,885.02,21.46,31.77,45.42,14000,2015-08-27 22:55:35
3352988767824026,833.12,21.46,31.77,45.42,14000,2015-08-13 19:43:12
